OCCUR_DATE,Incident Count,,Occur_Date,Incident Count,,New Years,,Memorial Day,,Thanksgiving,,Black Friday,,Christmas ,,,,,,,
04-15-2013,1,,,,,,,,,,,,,,,,,,,,
04-15-2013,1,,,,,,,,,,,,,,,,,,,,
04-15-2013,1,,,,,,,,,,,,,,,,,,,,
04-15-2013,1,,,,,,,,,,,,,,,,,,,,
04-15-2012,1,,,,,,,,,,,,,,,,,,,,
04-15-2012,1,,,,,,,,,,,,,,,,,,,,
04-15-2012,1,,,,,,,,,,,,,,,,,,,,
04-15-2012,1,,,,,,,,,,,,,,,,,,,,
04-15-2012,1,,,,,,,,,,,,,,,,,,,,
04-15-2012,1,,,,,,,,,,,,,,,,,,,,
04-15-2012,1,,,,,,,,,,,,,,,,,,,,
04-15-2012,1,,,,,,,,,,,,,,,,,,,,
04-15-2011,1,,,,,,,,,,,,,,,,,,,,
04-15-2010,1,,,,,,,,,,,,,,,,,,,,
04-15-2010,1,,,,,,,,,,,,,,,,,,,,
04-15-2010,1,,,,,,,,,,,,,,,,,,,,
04-15-2010,1,,,,,,,,,,,,,,,,,,,,
04-15-2010,1,,,,,,,,,,,,,,,,,,,,
04-15-2010,1,,,,,,,,,,,,,,,,,,,,
04-15-2010,1,,,,,,,,,,,,,,,,,,,,
04-15-2010,1,,,,,,,,,,,,,,,,,,,,
04-15-2009,1,,,,,,,,,,,,,,,,,,,,
04-15-2009,1,,,,,,,,,,,,,,,,,,,,
04-15-2008,1,,,,,,,,,,,,,,,,,,,,
04-15-2008,1,,,,,,,,,,,,,,,,,,,,
04-15-2008,1,,,,,,,,,,,,,,,,,,,,
04-15-2008,1,,,,,,,,,,,,,,,,,,,,
04-15-2008,1,,,,,,,,,,,,,,,,,,,,
04-15-2008,1,,,,,,,,,,,,,,,,,,,,
04-15-2007,1,,,,,,,,,,,,,,,,,,,,
04-15-2007,1,,,,,,,,,,,,,,,,,,,,
04-15-2007,1,,,,,,,,,,,,,,,,,,,,
04-15-2007,1,,,,,,,,,,,,,,,,,,,,
04-15-2007,1,,,,,,,,,,,,,,,,,,,,
04-15-2007,1,,,,,,,,,,,,,,,,,,,,
04-15-2007,1,,,,,,,,,,,,,,,,,,,,
04-15-2006,1,,,,,,,,,,,,,,,,,,,,
04-15-2006,1,,,,,,,,,,,,,,,,,,,,
04-15-2006,1,,,,,,,,,,,,,,,,,,,,
04-15-2006,1,,,,,,,,,,,,,,,,,,,,
04-15-2006,1,,,,,,,,,,,,,,,,,,,,
04-15-2006,1,,,,,,,,,,,,,,,,,,,,
04-14-2017,1,,,,,,,,,,,,,,,,,,,,
04-14-2016,1,,,,,,,,,,,,,,,,,,,,
04-14-2016,1,,,,,,,,,,,,,,,,,,,,
04-14-2016,1,,,,,,,,,,,,,,,,,,,,
04-14-2016,1,,,,,,,,,,,,,,,,,,,,
04-14-2015,1,,,,,,,,,,,,,,,,,,,,
04-14-2015,1,,,,,,,,,,,,,,,,,,,,
04-14-2014,1,,,,,,,,,,,,,,,,,,,,
04-14-2014,1,,,,,,,,,,,,,,,,,,,,
04-14-2014,1,,,,,,,,,,,,,,,,,,,,
04-14-2014,1,,,,,,,,,,,,,,,,,,,,
04-14-2014,1,,,,,,,,,,,,,,,,,,,,
04-14-2014,1,,,,,,,,,,,,,,,,,,,,
04-14-2014,1,,,,,,,,,,,,,,,,,,,,
04-14-2014,1,,,,,,,,,,,,,,,,,,,,
04-14-2014,1,,,,,,,,,,,,,,,,,,,,
04-14-2014,1,,,,,,,,,,,,,,,,,,,,
04-14-2014,1,,,,,,,,,,,,,,,,,,,,
04-14-2013,1,,,,,,,,,,,,,,,,,,,,
04-14-2013,1,,,,,,,,,,,,,,,,,,,,
04-14-2012,1,,,,,,,,,,,,,,,,,,,,
04-14-2012,1,,,,,,,,,,,,,,,,,,,,
04-14-2012,1,,,,,,,,,,,,,,,,,,,,
04-14-2012,1,,,,,,,,,,,,,,,,,,,,
04-14-2012,1,,,,,,,,,,,,,,,,,,,,
04-14-2012,1,,,,,,,,,,,,,,,,,,,,
04-14-2012,1,,,,,,,,,,,,,,,,,,,,
04-14-2012,1,,,,,,,,,,,,,,,,,,,,
04-14-2012,1,,,,,,,,,,,,,,,,,,,,
04-14-2012,1,,,,,,,,,,,,,,,,,,,,
04-14-2012,1,,,,,,,,,,,,,,,,,,,,
04-14-2012,1,,,,,,,,,,,,,,,,,,,,
04-14-2012,1,,,,,,,,,,,,,,,,,,,,
04-14-2012,1,,,,,,,,,,,,,,,,,,,,
04-14-2012,1,,,,,,,,,,,,,,,,,,,,
04-14-2012,1,,,,,,,,,,,,,,,,,,,,
04-14-2011,1,,,,,,,,,,,,,,,,,,,,
04-14-2011,1,,,,,,,,,,,,,,,,,,,,
04-14-2011,1,,,,,,,,,,,,,,,,,,,,
04-14-2011,1,,,,,,,,,,,,,,,,,,,,
04-14-2011,1,,,,,,,,,,,,,,,,,,,,
04-14-2011,1,,,,,,,,,,,,,,,,,,,,
04-14-2010,1,,,,,,,,,,,,,,,,,,,,
04-14-2009,1,,,,,,,,,,,,,,,,,,,,
04-14-2008,1,,,,,,,,,,,,,,,,,,,,
04-14-2008,1,,,,,,,,,,,,,,,,,,,,
04-14-2008,1,,,,,,,,,,,,,,,,,,,,
04-14-2008,1,,,,,,,,,,,,,,,,,,,,
04-14-2008,1,,,,,,,,,,,,,,,,,,,,
04-14-2008,1,,,,,,,,,,,,,,,,,,,,
04-14-2006,1,,,,,,,,,,,,,,,,,,,,
04-14-2006,1,,,,,,,,,,,,,,,,,,,,
04-14-2006,1,,,,,,,,,,,,,,,,,,,,
04-14-2006,1,,,,,,,,,,,,,,,,,,,,
04-14-2006,1,,,,,,,,,,,,,,,,,,,,
04-14-2006,1,,,,,,,,,,,,,,,,,,,,
04-13-2017,1,,,,,,,,,,,,,,,,,,,,
04-13-2015,1,,,,,,,,,,,,,,,,,,,,
04-13-2015,1,,,,,,,,,,,,,,,,,,,,
04-13-2015,1,,,,,,,,,,,,,,,,,,,,
04-13-2014,1,,,,,,,,,,,,,,,,,,,,
04-13-2014,1,,,,,,,,,,,,,,,,,,,,
04-13-2014,1,,,,,,,,,,,,,,,,,,,,
04-13-2013,1,,,,,,,,,,,,,,,,,,,,
04-13-2013,1,,,,,,,,,,,,,,,,,,,,
04-13-2012,1,,,,,,,,,,,,,,,,,,,,
04-13-2011,1,,,,,,,,,,,,,,,,,,,,
04-13-2010,1,,,,,,,,,,,,,,,,,,,,
04-13-2010,1,,,,,,,,,,,,,,,,,,,,
04-13-2010,1,,,,,,,,,,,,,,,,,,,,
04-13-2010,1,,,,,,,,,,,,,,,,,,,,
04-13-2010,1,,,,,,,,,,,,,,,,,,,,
04-13-2009,1,,,,,,,,,,,,,,,,,,,,
04-13-2009,1,,,,,,,,,,,,,,,,,,,,
04-13-2009,1,,,,,,,,,,,,,,,,,,,,
04-13-2008,1,,,,,,,,,,,,,,,,,,,,
04-13-2008,1,,,,,,,,,,,,,,,,,,,,
04-13-2008,1,,,,,,,,,,,,,,,,,,,,
04-13-2008,1,,,,,,,,,,,,,,,,,,,,
04-13-2008,1,,,,,,,,,,,,,,,,,,,,
04-13-2008,1,,,,,,,,,,,,,,,,,,,,
04-13-2008,1,,,,,,,,,,,,,,,,,,,,
04-13-2008,1,,,,,,,,,,,,,,,,,,,,
04-13-2008,1,,,,,,,,,,,,,,,,,,,,
04-13-2007,1,,,,,,,,,,,,,,,,,,,,
04-13-2007,1,,,,,,,,,,,,,,,,,,,,
04-13-2007,1,,,,,,,,,,,,,,,,,,,,
04-13-2006,1,,,,,,,,,,,,,,,,,,,,
04-13-2006,1,,,,,,,,,,,,,,,,,,,,
04-13-2006,1,,,,,,,,,,,,,,,,,,,,
04-13-2006,1,,,,,,,,,,,,,,,,,,,,
04-12-2016,1,,,,,,,,,,,,,,,,,,,,
04-12-2016,1,,,,,,,,,,,,,,,,,,,,
04-12-2016,1,,,,,,,,,,,,,,,,,,,,
04-12-2016,1,,,,,,,,,,,,,,,,,,,,
04-12-2015,1,,,,,,,,,,,,,,,,,,,,
04-12-2015,1,,,,,,,,,,,,,,,,,,,,
04-12-2015,1,,,,,,,,,,,,,,,,,,,,
04-12-2015,1,,,,,,,,,,,,,,,,,,,,
04-12-2015,1,,,,,,,,,,,,,,,,,,,,
04-12-2015,1,,,,,,,,,,,,,,,,,,,,
04-12-2014,1,,,,,,,,,,,,,,,,,,,,
04-12-2014,1,,,,,,,,,,,,,,,,,,,,
04-12-2014,1,,,,,,,,,,,,,,,,,,,,
04-12-2014,1,,,,,,,,,,,,,,,,,,,,
04-12-2014,1,,,,,,,,,,,,,,,,,,,,
04-12-2014,1,,,,,,,,,,,,,,,,,,,,
04-12-2013,1,,,,,,,,,,,,,,,,,,,,
04-12-2012,1,,,,,,,,,,,,,,,,,,,,
04-12-2011,1,,,,,,,,,,,,,,,,,,,,
04-12-2011,1,,,,,,,,,,,,,,,,,,,,
04-12-2011,1,,,,,,,,,,,,,,,,,,,,
04-12-2011,1,,,,,,,,,,,,,,,,,,,,
04-12-2011,1,,,,,,,,,,,,,,,,,,,,
04-12-2011,1,,,,,,,,,,,,,,,,,,,,
04-12-2011,1,,,,,,,,,,,,,,,,,,,,
04-12-2010,1,,,,,,,,,,,,,,,,,,,,
04-12-2010,1,,,,,,,,,,,,,,,,,,,,
04-12-2010,1,,,,,,,,,,,,,,,,,,,,
04-12-2010,1,,,,,,,,,,,,,,,,,,,,
04-12-2010,1,,,,,,,,,,,,,,,,,,,,
04-12-2010,1,,,,,,,,,,,,,,,,,,,,
04-12-2010,1,,,,,,,,,,,,,,,,,,,,
04-12-2010,1,,,,,,,,,,,,,,,,,,,,
04-12-2010,1,,,,,,,,,,,,,,,,,,,,
04-12-2010,1,,,,,,,,,,,,,,,,,,,,
04-12-2010,1,,,,,,,,,,,,,,,,,,,,
04-12-2010,1,,,,,,,,,,,,,,,,,,,,
04-12-2010,1,,,,,,,,,,,,,,,,,,,,
04-12-2010,1,,,,,,,,,,,,,,,,,,,,
04-12-2010,1,,,,,,,,,,,,,,,,,,,,
04-12-2010,1,,,,,,,,,,,,,,,,,,,,
04-12-2010,1,,,,,,,,,,,,,,,,,,,,
04-12-2010,1,,,,,,,,,,,,,,,,,,,,
04-12-2010,1,,,,,,,,,,,,,,,,,,,,
04-12-2010,1,,,,,,,,,,,,,,,,,,,,
04-12-2009,1,,,,,,,,,,,,,,,,,,,,
04-12-2009,1,,,,,,,,,,,,,,,,,,,,
04-12-2009,1,,,,,,,,,,,,,,,,,,,,
04-12-2008,1,,,,,,,,,,,,,,,,,,,,
04-12-2008,1,,,,,,,,,,,,,,,,,,,,
04-12-2008,1,,,,,,,,,,,,,,,,,,,,
04-12-2008,1,,,,,,,,,,,,,,,,,,,,
04-12-2008,1,,,,,,,,,,,,,,,,,,,,
04-12-2008,1,,,,,,,,,,,,,,,,,,,,
04-12-2008,1,,,,,,,,,,,,,,,,,,,,
04-12-2008,1,,,,,,,,,,,,,,,,,,,,
04-12-2008,1,,,,,,,,,,,,,,,,,,,,
04-12-2008,1,,,,,,,,,,,,,,,,,,,,
04-12-2007,1,,,,,,,,,,,,,,,,,,,,
04-12-2006,1,,,,,,,,,,,,,,,,,,,,
04-11-2017,1,,,,,,,,,,,,,,,,,,,,
04-11-2017,1,,,,,,,,,,,,,,,,,,,,
04-11-2017,1,,,,,,,,,,,,,,,,,,,,
04-11-2017,1,,,,,,,,,,,,,,,,,,,,
04-11-2017,1,,,,,,,,,,,,,,,,,,,,
04-11-2017,1,,,,,,,,,,,,,,,,,,,,
04-11-2017,1,,,,,,,,,,,,,,,,,,,,
04-11-2016,1,,,,,,,,,,,,,,,,,,,,
04-11-2016,1,,,,,,,,,,,,,,,,,,,,
04-11-2016,1,,,,,,,,,,,,,,,,,,,,
04-11-2016,1,,,,,,,,,,,,,,,,,,,,
04-11-2016,1,,,,,,,,,,,,,,,,,,,,
04-11-2016,1,,,,,,,,,,,,,,,,,,,,
04-11-2015,1,,,,,,,,,,,,,,,,,,,,
04-11-2015,1,,,,,,,,,,,,,,,,,,,,
04-11-2014,1,,,,,,,,,,,,,,,,,,,,
04-11-2014,1,,,,,,,,,,,,,,,,,,,,
04-11-2013,1,,,,,,,,,,,,,,,,,,,,
04-11-2013,1,,,,,,,,,,,,,,,,,,,,
04-11-2013,1,,,,,,,,,,,,,,,,,,,,
04-11-2013,1,,,,,,,,,,,,,,,,,,,,
04-11-2013,1,,,,,,,,,,,,,,,,,,,,
04-11-2012,1,,,,,,,,,,,,,,,,,,,,
04-11-2012,1,,,,,,,,,,,,,,,,,,,,
04-11-2011,1,,,,,,,,,,,,,,,,,,,,
04-11-2011,1,,,,,,,,,,,,,,,,,,,,
04-11-2011,1,,,,,,,,,,,,,,,,,,,,
04-11-2011,1,,,,,,,,,,,,,,,,,,,,
04-11-2011,1,,,,,,,,,,,,,,,,,,,,
04-11-2011,1,,,,,,,,,,,,,,,,,,,,
04-11-2011,1,,,,,,,,,,,,,,,,,,,,
04-11-2011,1,,,,,,,,,,,,,,,,,,,,
04-11-2011,1,,,,,,,,,,,,,,,,,,,,
04-11-2010,1,,,,,,,,,,,,,,,,,,,,
04-11-2010,1,,,,,,,,,,,,,,,,,,,,
04-11-2010,1,,,,,,,,,,,,,,,,,,,,
04-11-2010,1,,,,,,,,,,,,,,,,,,,,
04-11-2010,1,,,,,,,,,,,,,,,,,,,,
04-11-2010,1,,,,,,,,,,,,,,,,,,,,
04-11-2010,1,,,,,,,,,,,,,,,,,,,,
04-11-2010,1,,,,,,,,,,,,,,,,,,,,
04-11-2010,1,,,,,,,,,,,,,,,,,,,,
04-11-2010,1,,,,,,,,,,,,,,,,,,,,
04-11-2010,1,,,,,,,,,,,,,,,,,,,,
04-11-2009,1,,,,,,,,,,,,,,,,,,,,
04-11-2009,1,,,,,,,,,,,,,,,,,,,,
04-11-2009,1,,,,,,,,,,,,,,,,,,,,
04-11-2009,1,,,,,,,,,,,,,,,,,,,,
04-11-2008,1,,,,,,,,,,,,,,,,,,,,
04-11-2008,1,,,,,,,,,,,,,,,,,,,,
04-11-2007,1,,,,,,,,,,,,,,,,,,,,
04-11-2007,1,,,,,,,,,,,,,,,,,,,,
04-11-2006,1,,,,,,,,,,,,,,,,,,,,
04-11-2006,1,,,,,,,,,,,,,,,,,,,,
04-11-2006,1,,,,,,,,,,,,,,,,,,,,
04-10-2017,1,,,,,,,,,,,,,,,,,,,,
04-10-2017,1,,,,,,,,,,,,,,,,,,,,
04-10-2017,1,,,,,,,,,,,,,,,,,,,,
04-10-2017,1,,,,,,,,,,,,,,,,,,,,
04-10-2016,1,,,,,,,,,,,,,,,,,,,,
04-10-2015,1,,,,,,,,,,,,,,,,,,,,
04-10-2015,1,,,,,,,,,,,,,,,,,,,,
04-10-2015,1,,,,,,,,,,,,,,,,,,,,
04-10-2014,1,,,,,,,,,,,,,,,,,,,,
04-10-2014,1,,,,,,,,,,,,,,,,,,,,
04-10-2014,1,,,,,,,,,,,,,,,,,,,,
04-10-2014,1,,,,,,,,,,,,,,,,,,,,
04-10-2013,1,,,,,,,,,,,,,,,,,,,,
04-10-2013,1,,,,,,,,,,,,,,,,,,,,
04-10-2013,1,,,,,,,,,,,,,,,,,,,,
04-10-2013,1,,,,,,,,,,,,,,,,,,,,
04-10-2012,1,,,,,,,,,,,,,,,,,,,,
04-10-2011,1,,,,,,,,,,,,,,,,,,,,
04-10-2011,1,,,,,,,,,,,,,,,,,,,,
04-10-2011,1,,,,,,,,,,,,,,,,,,,,
04-10-2010,1,,,,,,,,,,,,,,,,,,,,
04-10-2010,1,,,,,,,,,,,,,,,,,,,,
04-10-2009,1,,,,,,,,,,,,,,,,,,,,
04-10-2009,1,,,,,,,,,,,,,,,,,,,,
04-10-2008,1,,,,,,,,,,,,,,,,,,,,
04-10-2008,1,,,,,,,,,,,,,,,,,,,,
04-10-2008,1,,,,,,,,,,,,,,,,,,,,
04-10-2007,1,,,,,,,,,,,,,,,,,,,,
04-10-2006,1,,,,,,,,,,,,,,,,,,,,
04-10-2006,1,,,,,,,,,,,,,,,,,,,,
04-10-2006,1,,,,,,,,,,,,,,,,,,,,
04-10-2006,1,,,,,,,,,,,,,,,,,,,,
04-10-2006,1,,,,,,,,,,,,,,,,,,,,
04-10-2006,1,,,,,,,,,,,,,,,,,,,,
04-10-2006,1,,,,,,,,,,,,,,,,,,,,
04-01-2017,1,,,,,,,,,,,,,,,,,,,,
04-01-2017,1,,,,,,,,,,,,,,,,,,,,
04-01-2016,1,,,,,,,,,,,,,,,,,,,,
04-01-2016,1,,,,,,,,,,,,,,,,,,,,
04-01-2016,1,,,,,,,,,,,,,,,,,,,,
04-01-2016,1,,,,,,,,,,,,,,,,,,,,
04-01-2015,1,,,,,,,,,,,,,,,,,,,,
04-01-2015,1,,,,,,,,,,,,,,,,,,,,
04-01-2015,1,,,,,,,,,,,,,,,,,,,,
04-01-2014,1,,,,,,,,,,,,,,,,,,,,
04-01-2014,1,,,,,,,,,,,,,,,,,,,,
04-01-2014,1,,,,,,,,,,,,,,,,,,,,
04-01-2014,1,,,,,,,,,,,,,,,,,,,,
04-01-2014,1,,,,,,,,,,,,,,,,,,,,
04-01-2014,1,,,,,,,,,,,,,,,,,,,,
04-01-2014,1,,,,,,,,,,,,,,,,,,,,
04-01-2013,1,,,,,,,,,,,,,,,,,,,,
04-01-2013,1,,,,,,,,,,,,,,,,,,,,
04-01-2012,1,,,,,,,,,,,,,,,,,,,,
04-01-2011,1,,,,,,,,,,,,,,,,,,,,
04-01-2011,1,,,,,,,,,,,,,,,,,,,,
04-01-2011,1,,,,,,,,,,,,,,,,,,,,
04-01-2011,1,,,,,,,,,,,,,,,,,,,,
04-01-2011,1,,,,,,,,,,,,,,,,,,,,
04-01-2010,1,,,,,,,,,,,,,,,,,,,,
04-01-2010,1,,,,,,,,,,,,,,,,,,,,
04-01-2009,1,,,,,,,,,,,,,,,,,,,,
04-01-2009,1,,,,,,,,,,,,,,,,,,,,
04-01-2009,1,,,,,,,,,,,,,,,,,,,,
04-01-2008,1,,,,,,,,,,,,,,,,,,,,
04-01-2008,1,,,,,,,,,,,,,,,,,,,,
04-01-2008,1,,,,,,,,,,,,,,,,,,,,
04-01-2007,1,,,,,,,,,,,,,,,,,,,,
04-01-2007,1,,,,,,,,,,,,,,,,,,,,
04-01-2007,1,,,,,,,,,,,,,,,,,,,,
04-01-2007,1,,,,,,,,,,,,,,,,,,,,
04-01-2007,1,,,,,,,,,,,,,,,,,,,,
04-01-2006,1,,,,,,,,,,,,,,,,,,,,
04-01-2006,1,,,,,,,,,,,,,,,,,,,,
04-01-2006,1,,,,,,,,,,,,,,,,,,,,
04-01-2006,1,,,,,,,,,,,,,,,,,,,,
04-01-2006,1,,,,,,,,,,,,,,,,,,,,
04-01-2006,1,,,,,,,,,,,,,,,,,,,,
04-01-2006,1,,,,,,,,,,,,,,,,,,,,
04-01-2006,1,,,,,,,,,,,,,,,,,,,,
03-09-2017,1,,,,,,,,,,,,,,,,,,,,
03-09-2017,1,,,,,,,,,,,,,,,,,,,,
03-09-2016,1,,,,,,,,,,,,,,,,,,,,
03-09-2016,1,,,,,,,,,,,,,,,,,,,,
03-09-2015,1,,,,,,,,,,,,,,,,,,,,
03-09-2015,1,,,,,,,,,,,,,,,,,,,,
03-09-2015,1,,,,,,,,,,,,,,,,,,,,
03-09-2015,1,,,,,,,,,,,,,,,,,,,,
03-09-2014,1,,,,,,,,,,,,,,,,,,,,
03-09-2014,1,,,,,,,,,,,,,,,,,,,,
03-09-2014,1,,,,,,,,,,,,,,,,,,,,
03-09-2013,1,,,,,,,,,,,,,,,,,,,,
03-09-2013,1,,,,,,,,,,,,,,,,,,,,
03-09-2013,1,,,,,,,,,,,,,,,,,,,,
03-09-2013,1,,,,,,,,,,,,,,,,,,,,
03-09-2012,1,,,,,,,,,,,,,,,,,,,,
03-09-2011,1,,,,,,,,,,,,,,,,,,,,
03-09-2010,1,,,,,,,,,,,,,,,,,,,,
03-09-2010,1,,,,,,,,,,,,,,,,,,,,
03-09-2010,1,,,,,,,,,,,,,,,,,,,,
03-09-2009,1,,,,,,,,,,,,,,,,,,,,
03-09-2008,1,,,,,,,,,,,,,,,,,,,,
03-09-2008,1,,,,,,,,,,,,,,,,,,,,
03-09-2008,1,,,,,,,,,,,,,,,,,,,,
03-09-2008,1,,,,,,,,,,,,,,,,,,,,
03-09-2008,1,,,,,,,,,,,,,,,,,,,,
03-09-2008,1,,,,,,,,,,,,,,,,,,,,
03-09-2008,1,,,,,,,,,,,,,,,,,,,,
03-09-2008,1,,,,,,,,,,,,,,,,,,,,
03-09-2008,1,,,,,,,,,,,,,,,,,,,,
03-09-2008,1,,,,,,,,,,,,,,,,,,,,
03-09-2007,1,,,,,,,,,,,,,,,,,,,,
03-09-2007,1,,,,,,,,,,,,,,,,,,,,
03-09-2006,1,,,,,,,,,,,,,,,,,,,,
03-09-2006,1,,,,,,,,,,,,,,,,,,,,
03-09-2006,1,,,,,,,,,,,,,,,,,,,,
03-09-2006,1,,,,,,,,,,,,,,,,,,,,
03-09-2006,1,,,,,,,,,,,,,,,,,,,,
03-09-2006,1,,,,,,,,,,,,,,,,,,,,
03-08-2017,1,,,,,,,,,,,,,,,,,,,,
03-08-2017,1,,,,,,,,,,,,,,,,,,,,
03-08-2017,1,,,,,,,,,,,,,,,,,,,,
03-08-2017,1,,,,,,,,,,,,,,,,,,,,
03-08-2017,1,,,,,,,,,,,,,,,,,,,,
03-08-2017,1,,,,,,,,,,,,,,,,,,,,
03-08-2016,1,,,,,,,,,,,,,,,,,,,,
03-08-2016,1,,,,,,,,,,,,,,,,,,,,
03-08-2016,1,,,,,,,,,,,,,,,,,,,,
03-08-2016,1,,,,,,,,,,,,,,,,,,,,
03-08-2015,1,,,,,,,,,,,,,,,,,,,,
03-08-2015,1,,,,,,,,,,,,,,,,,,,,
03-08-2015,1,,,,,,,,,,,,,,,,,,,,
03-08-2014,1,,,,,,,,,,,,,,,,,,,,
03-08-2014,1,,,,,,,,,,,,,,,,,,,,
03-08-2014,1,,,,,,,,,,,,,,,,,,,,
03-08-2014,1,,,,,,,,,,,,,,,,,,,,
03-08-2014,1,,,,,,,,,,,,,,,,,,,,
03-08-2014,1,,,,,,,,,,,,,,,,,,,,
03-08-2014,1,,,,,,,,,,,,,,,,,,,,
03-08-2012,1,,,,,,,,,,,,,,,,,,,,
03-08-2012,1,,,,,,,,,,,,,,,,,,,,
03-08-2012,1,,,,,,,,,,,,,,,,,,,,
03-08-2012,1,,,,,,,,,,,,,,,,,,,,
03-08-2012,1,,,,,,,,,,,,,,,,,,,,
03-08-2012,1,,,,,,,,,,,,,,,,,,,,
03-08-2012,1,,,,,,,,,,,,,,,,,,,,
03-08-2012,1,,,,,,,,,,,,,,,,,,,,
03-08-2011,1,,,,,,,,,,,,,,,,,,,,
03-08-2011,1,,,,,,,,,,,,,,,,,,,,
03-08-2010,1,,,,,,,,,,,,,,,,,,,,
03-08-2010,1,,,,,,,,,,,,,,,,,,,,
03-08-2010,1,,,,,,,,,,,,,,,,,,,,
03-08-2010,1,,,,,,,,,,,,,,,,,,,,
03-08-2010,1,,,,,,,,,,,,,,,,,,,,
03-08-2010,1,,,,,,,,,,,,,,,,,,,,
03-08-2009,1,,,,,,,,,,,,,,,,,,,,
03-08-2009,1,,,,,,,,,,,,,,,,,,,,
03-08-2009,1,,,,,,,,,,,,,,,,,,,,
03-08-2009,1,,,,,,,,,,,,,,,,,,,,
03-08-2009,1,,,,,,,,,,,,,,,,,,,,
03-08-2008,1,,,,,,,,,,,,,,,,,,,,
03-08-2008,1,,,,,,,,,,,,,,,,,,,,
03-08-2008,1,,,,,,,,,,,,,,,,,,,,
03-08-2008,1,,,,,,,,,,,,,,,,,,,,
03-08-2008,1,,,,,,,,,,,,,,,,,,,,
03-08-2007,1,,,,,,,,,,,,,,,,,,,,
03-08-2007,1,,,,,,,,,,,,,,,,,,,,
03-08-2007,1,,,,,,,,,,,,,,,,,,,,
03-07-2017,1,,,,,,,,,,,,,,,,,,,,
03-07-2016,1,,,,,,,,,,,,,,,,,,,,
03-07-2016,1,,,,,,,,,,,,,,,,,,,,
03-07-2015,1,,,,,,,,,,,,,,,,,,,,
03-07-2015,1,,,,,,,,,,,,,,,,,,,,
03-07-2015,1,,,,,,,,,,,,,,,,,,,,
03-07-2014,1,,,,,,,,,,,,,,,,,,,,
03-07-2013,1,,,,,,,,,,,,,,,,,,,,
03-07-2013,1,,,,,,,,,,,,,,,,,,,,
03-07-2013,1,,,,,,,,,,,,,,,,,,,,
03-07-2012,1,,,,,,,,,,,,,,,,,,,,
03-07-2012,1,,,,,,,,,,,,,,,,,,,,
03-07-2011,1,,,,,,,,,,,,,,,,,,,,
03-07-2010,1,,,,,,,,,,,,,,,,,,,,
03-07-2010,1,,,,,,,,,,,,,,,,,,,,
03-07-2010,1,,,,,,,,,,,,,,,,,,,,
03-07-2009,1,,,,,,,,,,,,,,,,,,,,
03-07-2009,1,,,,,,,,,,,,,,,,,,,,
03-07-2009,1,,,,,,,,,,,,,,,,,,,,
03-07-2008,1,,,,,,,,,,,,,,,,,,,,
03-07-2008,1,,,,,,,,,,,,,,,,,,,,
03-07-2008,1,,,,,,,,,,,,,,,,,,,,
03-07-2007,1,,,,,,,,,,,,,,,,,,,,
03-07-2007,1,,,,,,,,,,,,,,,,,,,,
03-07-2007,1,,,,,,,,,,,,,,,,,,,,
03-06-2017,1,,,,,,,,,,,,,,,,,,,,
03-06-2016,1,,,,,,,,,,,,,,,,,,,,
03-06-2016,1,,,,,,,,,,,,,,,,,,,,
03-06-2015,1,,,,,,,,,,,,,,,,,,,,
03-06-2015,1,,,,,,,,,,,,,,,,,,,,
03-06-2013,1,,,,,,,,,,,,,,,,,,,,
03-06-2013,1,,,,,,,,,,,,,,,,,,,,
03-06-2013,1,,,,,,,,,,,,,,,,,,,,
03-06-2013,1,,,,,,,,,,,,,,,,,,,,
03-06-2013,1,,,,,,,,,,,,,,,,,,,,
03-06-2013,1,,,,,,,,,,,,,,,,,,,,
03-06-2012,1,,,,,,,,,,,,,,,,,,,,
03-06-2012,1,,,,,,,,,,,,,,,,,,,,
03-06-2012,1,,,,,,,,,,,,,,,,,,,,
03-06-2012,1,,,,,,,,,,,,,,,,,,,,
03-06-2011,1,,,,,,,,,,,,,,,,,,,,
03-06-2011,1,,,,,,,,,,,,,,,,,,,,
03-06-2011,1,,,,,,,,,,,,,,,,,,,,
03-06-2010,1,,,,,,,,,,,,,,,,,,,,
03-06-2010,1,,,,,,,,,,,,,,,,,,,,
03-06-2010,1,,,,,,,,,,,,,,,,,,,,
03-06-2010,1,,,,,,,,,,,,,,,,,,,,
03-06-2010,1,,,,,,,,,,,,,,,,,,,,
03-06-2010,1,,,,,,,,,,,,,,,,,,,,
03-06-2009,1,,,,,,,,,,,,,,,,,,,,
03-06-2009,1,,,,,,,,,,,,,,,,,,,,
03-06-2009,1,,,,,,,,,,,,,,,,,,,,
03-06-2009,1,,,,,,,,,,,,,,,,,,,,
03-06-2008,1,,,,,,,,,,,,,,,,,,,,
03-06-2006,1,,,,,,,,,,,,,,,,,,,,
03-06-2006,1,,,,,,,,,,,,,,,,,,,,
03-06-2006,1,,,,,,,,,,,,,,,,,,,,
03-06-2006,1,,,,,,,,,,,,,,,,,,,,
03-05-2016,1,,,,,,,,,,,,,,,,,,,,
03-05-2016,1,,,,,,,,,,,,,,,,,,,,
03-05-2016,1,,,,,,,,,,,,,,,,,,,,
03-05-2015,1,,,,,,,,,,,,,,,,,,,,
03-05-2013,1,,,,,,,,,,,,,,,,,,,,
03-05-2013,1,,,,,,,,,,,,,,,,,,,,
